"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","amenities","featured","googleMapsUrl"
"275","Oak Ledge","oak-ledge","Cabins & Cottages","stay","Wintergreen Resort","Oak Ledge is a newly renovated three-bedroom Wintergreen cabin with fiber Wi-Fi, smart TVs, fully equipped kitchen, and sunset deck moments from trails and Nelson 151 attractions.","","","https://ik.imagekit.io/OE/nelson-county/listings/oak-ledge-image1_z8yIdbe06","Cabin surrounded by vibrant autumn trees on sunny day.","","https://ik.imagekit.io/OE/nelson-county/listings/oak-ledge-image2_sA6TYYAI-","Spacious living room with brown furniture, large windows, and a fireplace.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Wi-Fi; Full Kitchen; Outdoor Seating; Cabins; Pet Friendly; Lodging; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"276","Gathered Threads","gathered","Farms & Orchards","experience","Roseland","Gathered Threads is a six-acre family farm growing sustainably raised flowers and botanicals without pesticides, supplying markets and workshops in Nelson County. Though not yet certified organic, we are personally dedicated to growing all plants sustainably without the use of any pesticides, insecticides, or chemical fertilizers.","","
<style>
.listing-accordions {
    margin: 1.5rem 0;
}
.accordion-item {
    border: 1px solid #e0e0e0;
    border-radius: 4px;
    margin-bottom: 0.5rem;
    overflow: hidden;
}
.accordion-header {
    width: 100%;
    padding: 1rem 1.5rem;
    background: #f8f9fa;
    border: none;
    text-align: left;
    font-size: 1.1rem;
    font-weight: 600;
    cursor: pointer;
    display: flex;
    justify-content: space-between;
    align-items: center;
    transition: background-color 0.2s;
}
.accordion-header:hover {
    background: #e9ecef;
}
.accordion-header[aria-expanded=""true""] .accordion-icon {
    transform: rotate(45deg);
}
.accordion-icon {
    font-size: 1.5rem;
    transition: transform 0.2s;
    color: #666;
}
.accordion-content {
    padding: 0;
}
.accordion-body {
    padding: 1.5rem;
    background: #fff;
}
.accordion-body p {
    margin: 0.75rem 0;
    line-height: 1.6;
}
.accordion-body ul, .accordion-body ol {
    margin: 0.75rem 0;
    padding-left: 1.5rem;
}
.accordion-body a {
    color: #0066cc;
    text-decoration: underline;
}
.accordion-body a:hover {
    color: #004499;
}
</style>
<script>
document.addEventListener('DOMContentLoaded', function() {
    document.querySelectorAll('.accordion-header').forEach(button => {
        button.addEventListener('click', function() {
            const isExpanded = this.getAttribute('aria-expanded') === 'true';
            const content = document.getElementById(this.getAttribute('aria-controls'));
            
            this.setAttribute('aria-expanded', !isExpanded);
            content.hidden = isExpanded;
        });
    });
});
</script>
    <div class=""listing-accordions"">

    <div class=""accordion-item"">
        <button class=""accordion-header"" type=""button"" aria-expanded=""false"" aria-controls=""accordion-1"">
            Contact
            <span class=""accordion-icon"">+</span>
        </button>
        <div class=""accordion-content"" id=""accordion-1"" hidden>
            <div class=""accordion-body"">
                <p>1127 Jennys Creek Rd<br/> Roseland, VA 22967<br/> <span id=""eeb-28363-513192""></span><script type=""text/javascript"">(function() {var ml="".sd0eiohmgctr%al4"",mi=""9>;74<42;7<4>21??:=@398>5?0:68"",o="""";for(var j=0,l=mi.length;j<l;j++) {o+=ml.charAt(mi.charCodeAt(j)-48);}document.getElementById(""eeb-28363-513192"").innerHTML = decodeURIComponent(o);}());</script><noscript>*protected email*</noscript></p>
            </div>
        </div>
    </div>
        
</div>","https://ik.imagekit.io/OE/nelson-county/listings/gathered-threads-image1_FeSRjOoNK","Vegetable garden with rows of greenery and two greenhouses in the background.","","","","","","","","","","1127 Jennys Creek Road, Roseland, VA 22967","WG","","","https://www.google.com/maps/dir/?api=1&destination=1127%20Jennys%20Creek%20Road%2C%20Roseland%2C%20VA%2022967","Market; Retail; Farm; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=1127%20Jennys%20Creek%20Road%2C%20Roseland%2C%20VA%2022967"
"277","Wintergreen Getaway for Families","wintergreen-getaway-for-families","Whole House Rentals","stay","Wintergreen Resort","Wintergreen Getaway for Families is a pet-friendly mountain home with two outdoor seating areas, indoor fireplace, and pool/tennis access located minutes from Wintergreen slopes.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-getaway-for-families-image1_xRak2O25W","Yellow house with snow-covered roof, surrounded by snow and evergreen trees.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-getaway-for-families-image2_eLXm2rYc6","Spacious living room with colorful sofas, adjacent kitchen, and wooden flooring.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Family Friendly; Pet Friendly; Outdoor Seating; Pool; Tennis; Seasonal Menu","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"278","Wintergreen Resort Cabin","wintergreen-resort-cabin","Cabins & Cottages","stay","Wintergreen Resort","Wintergreen Resort Cabin is a chic three-bedroom, 2.5-bath lodge with gas fireplace, game night space, and proximity to Appalachian Trail, Blue Ridge Parkway, and Route 151 breweries.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-cabin-image1_usN-BJKnP","Two-story house with deck, surrounded by autumn trees, overcast sky.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-resort-cabin-image2_pTyogduKY","Cozy living room with gray sectional sofa, wooden ceiling, stairs, and wall art.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Fuel; Outdoor Seating; Adventure; Resort; Cabins; Scenic Views; Lodging; Biking; Appalachian Trail; Beer","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"279","Bluebird Cottage","bluebird-cottage","Cabins & Cottages","stay","Roseland","Bluebird Cottage is a cozy home less than a mile from Devils Backbone and Wintergreen's base, offering easy access to Route 151 wineries and hiking.","","","https://ik.imagekit.io/OE/nelson-county/listings/bluebird-cottage-image1_oyrVGESN2","Blue house with red chimney surrounded by large green trees and mountains.","","https://ik.imagekit.io/OE/nelson-county/listings/bluebird-cottage-image2_f4Gyyn1fq","Cozy living room with sofas, wooden table, ceiling fan, and brick fireplace.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Scenic Views; Beer; Breakfast; Pet Friendly; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"280","Bear Tracks Cottage","bear-tracks-cottage","Cabins & Cottages","stay","Nellysford","Bear Tracks Cottage is a three-story cabin with large deck, fire pit, and hot tub tucked near the Nelson 151 Trail for easy access to wineries and hikes.","","","https://ik.imagekit.io/OE/nelson-county/listings/bear-tracks-cottage-image1_ao9s_vNaj","Wooden cabin surrounded by lush green forest, with blue chairs outside.","","https://ik.imagekit.io/OE/nelson-county/listings/bear-tracks-cottage-image2_93gHVwAsE","Rustic cabin interior with wooden walls, loft, and cozy seating area.","","","","","","","Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967","Cabins; Outdoor Seating; Breakfast; Pet Friendly; Biking; Hiking","false","https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967"
"281","Faber Farmhouse","faber-farmhouse","Cabins & Cottages","stay","Faber","Faber Farmhouse is a spacious four-bedroom home with dual living rooms, large deck, and open kitchen located across from Rock Spring Mountain Farm wedding venue.","","","https://ik.imagekit.io/OE/nelson-county/listings/faber-farmhouse-image1_ijDX83k94","White two-story house with black roof, deck, surrounded by bare trees.","","https://ik.imagekit.io/OE/nelson-county/listings/faber-farmhouse-image2_IEnn8lZNO","Living room with brown sofa, striped chairs, wooden table, ceiling fan.","","","","","","","Faber, VA 22938","josh","","","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938","Outdoor Seating; Full Kitchen; Events; Breakfast; Pet Friendly; Cabins; Lodging; Farm","false","https://www.google.com/maps/dir/?api=1&destination=Faber%2C%20VA%2022938"
"282","Wintergreen - Fairway Woods","wintergreen-fairway-woods","Vacation Rentals","stay","Wintergreen Resort","Wintergreen – Fairway Woods is a two-bedroom resort condo with cozy fireplace, balcony seating, and electric grill overlooking the Blue Ridge.","","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image1_M5rehxu4c","Wooden deck with tables, surrounded by trees, adjacent to house with large windows.","","https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-fairway-woods-image2_UFqwGpLGY","Cozy living room and dining area with large windows and wooden furniture.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Scenic Views; Pet Friendly; Golf","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
"283","Galleywinter Farm","galleywinter","Farms & Orchards","experience","Afton","Galleywinter Farm in Afton hosts health retreats, equine therapy, horsemanship lessons, yoga, and creative residencies on a pastoral horse farm.","","","https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image1_RGBNG08oV","Farm sign on rustic wooden post, surrounded by pink flowers and greenery.","","https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image2_r9qXWOU9ke","Bathtub with rose petals in forest, surrounded by green trees.","","https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image3_CyJ4_PP99","Wooden room with bed, rocking chairs, table, and natural light through large windows.","","","","Afton, VA 22920","WG","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Farm; Equestrian; Local Ingredients","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"284","Peaktime","peaktime","Whole House Rentals","stay","Roseland","Peaktime is a one-bedroom apartment with kitchenette, ideal for couples seeking a simple base near Nelson 151 and Wintergreen.","","","https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image1_Bo91oWibu","Wooden house with solar panels, surrounded by greenery, under clear blue sky.","","https://ik.imagekit.io/OE/nelson-county/listings/peaktime-image2_iELPAfFAd","Living room with couches, colorful bear painting, and wooden wall.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Scenic Views; Full Kitchen; Cabins; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"285","Hawthorne","hawthorne","Cabins & Cottages","stay","Nellysford","Hawthorne is a private guest cabin with wood-burning fireplace, outdoor hearth, and deck overlooking wooded acreage near Afton wineries.","","","https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image1_ZabwDQhh2","Rustic cabin with stone chimney surrounded by lush trees and greenery.","","https://ik.imagekit.io/OE/nelson-county/listings/hawthorne-image2_ru72cyv12","Cozy rustic cabin interior with kitchenette, fireplace, wooden shelves, and wicker baskets.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Cabins; Outdoor Seating; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"286","Rockfish Tiny Home","rockfish-tiny-home","Whole House Rentals","stay","Schuyler","Rockfish Tiny Home is a modern tiny retreat with hot tub, fire pit, hanging swing, and spacious interior central to Nelson 151 wineries.","","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image1_fBeoUJWL3","Modern cabin with black trim, hot tub, and snow-covered yard under sunlight.","","https://ik.imagekit.io/OE/nelson-county/listings/rockfish-tiny-home-image2_ieLcxH-yFI","Modern living room with loft, ladder, sofa, and nature view through glass doors.","","","","","","","Schuyler, VA 22969","josh","","","https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969","Outdoor Seating; Cabins; Lodging; Fishing","false","https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969"
"287","Tupelo","tupelo","Whole House Rentals","stay","Roseland","Tupelo is a remodeled 1,900-square-foot Blue Ridge bungalow sleeping eight with gas woodstove, fire pit, workstation, and high-speed internet near Wintergreen and Route 151.","","","https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image1_UQyvDRap6","Small blue house with red door, surrounded by green grass and trees.","","https://ik.imagekit.io/OE/nelson-county/listings/tupelo-image2_YEMlCkGfY","Cozy bedroom with white bedding, artwork, lamps, and a large window view.","","","","","","","Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958","Fuel; Pet Friendly; Scenic Views","false","https://www.google.com/maps/dir/?api=1&destination=Nellysford%2C%20VA%2022958"
"288","The Vu, Afton","the-vu-afton","Cabins & Cottages","stay","Afton","The Vu, Afton is a renovated three-suite home perched on a meadow knoll with 360° mountain views, gourmet kitchen, and open living spaces near Route 151.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image1_S5BCcnudC","Fire pit with chairs in front of illuminated house at night.","","https://ik.imagekit.io/OE/nelson-county/listings/the-vu-afton-image2_tWSkRspw9","Cozy living room with armchairs, fireplace, large windows, and antler chandelier.","","","","","","","Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920","Lodging; Scenic Views; Full Kitchen; Cabins","false","https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920"
"289","Serenity Summit","serenity-summit","Whole House Rentals","stay","Wintergreen Resort","Serenity Summit is a three-bedroom, 3.5-bath Wintergreen home sleeping eight with modern amenities, family-friendly layout, and serene wooded surroundings.","","","https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image1_cNQynxSjz","Brown house surrounded by vibrant autumn trees and foliage.","","https://ik.imagekit.io/OE/nelson-county/listings/serenity-summit-image2_RAnt8nyEV","Spacious living room with fireplace, large windows, brown sofa, and wooden floor.","","","","","","","Wintergreen Resort, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967","Family Friendly; Lodging","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Resort%2C%20Roseland%2C%20VA%2022967"
