"id","name","slug","type","category","area","description","detailedDescription","customHtml","image1","image1Desc","image1FileId","image2","image2Desc","image2FileId","image3","image3Desc","image3FileId","website","phone","address","authorName","publishedDate","modifiedDate","directionsLink","videoLink","document1","document1Name","document2","document2Name","amenities","featured","googleMapsUrl"
"34","Smokin' Barrel Restaurant","smokin-barrel-restaurant","Restaurants","taste","Arrington","Discover the flavors of Smokin' Barrel Restaurant, nestled within the vibrant Blue Mountain Barrel House. This welcoming eatery offers a delightful selection of pub fare, featuring mouthwatering BBQ plates, juicy burgers, hearty soups, and indulgent desserts, all crafted to satisfy your cravings. Whether you're enjoying a casual meal after a day of adventure or looking to unwind with friends over delicious food, Smokin' Barrel is the perfect destination for taproom guests seeking a memorable dining experience.","","","https://ik.imagekit.io/OE/nelson-county/listings/smokin-barrel-restaurant-image1_O6_IquE9r","People relaxing on patio with chairs, umbrellas, sunset, and mountain view.","","","","","","","","","(434) 226-2450","495 Cooperative Way, Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922","","","","","","Beer; Scenic Views; BBQ; Bar; Family Friendly; Full Kitchen; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922"
"35","The Copper Mine Bistro","the-copper-mine-bistro","Restaurants","taste","Roseland","The Copper Mine Bistro anchors Wintergreen's Blackrock Village with traditional breakfast, Mediterranean-inspired dinners, and weekend lunches during ski season.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image1_3GowztWtV","Cozy restaurant with diners, warm fireplace, and elegantly set tables.","","https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image2_QsKokoOVE","People sitting at a rustic bar. Wooden walls, beer taps, and overhead chandelier.","","","","","","(434) 325-8090","39 Wintergreen Drive, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=39%20Wintergreen%20Drive%2C%20Roseland%2C%20VA%2022967","","","","","","Breakfast; Lunch; Seasonal Menu; Dinner","false","https://www.google.com/maps/dir/?api=1&destination=39%20Wintergreen%20Drive%2C%20Roseland%2C%20VA%2022967"
"36","The Edge","the-edge","Restaurants","taste","Wintergreen Resort","The Edge is Wintergreen's casual slope-side restaurant with mountain views, hearty comfort food, and a lively bar with seasonal live music.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-edge-image1_3m2oRzZrd","People seated at rustic bar with wooden walls and large chandelier.","","","","","","","","","(434) 325-8080","11 Grassy Ridge Road, Wintergreen, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=11%20Grassy%20Ridge%20Road%2C%20Wintergreen%2C%20VA%2022958","","","","","","Scenic Views; Snow Sports; Bar; Live Music; Seasonal Menu","false","https://www.google.com/maps/dir/?api=1&destination=11%20Grassy%20Ridge%20Road%2C%20Wintergreen%2C%20VA%2022958"
"37","The Farmhouse at Veritas","the-farmhouse-at-veritas","Restaurants","taste","Afton","Experience the culinary delights at The Farmhouse at Veritas, where luxury meets the charm of wine country. Indulge in exquisite four-course, wine-paired farm-to-table dinners, available from Wednesday to Sunday, set against the stunning backdrop of Blue Ridge vineyards. Complement your dining experience with curated lodging options, ensuring a memorable stay amidst the beauty of the Veritas vineyard estate. Discover a unique blend of gourmet cuisine and serene surroundings that invites you to unwind and savor every moment.","","","https://ik.imagekit.io/OE/nelson-county/listings/the-farmhouse-at-veritas-image1_LBC9TWPstE","Table with wine glasses, flowers, on outdoor patio with garden view.","","","","","","","","","(540) 456-8100","72 Saddleback Farm, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=72%20Saddleback%20Farm%2C%20Afton%2C%20VA%2022920","","","","","","Wine; Farm; Tastings; Golf; Beer","false","https://www.google.com/maps/dir/?api=1&destination=72%20Saddleback%20Farm%2C%20Afton%2C%20VA%2022920"
"38","Vito's Pizza & Italian Grill","vitos-pizza-italian-grill","Restaurants","taste","Lovingston","Vito's Pizza & Italian Grill is a beloved family-owned Italian restaurant nestled in Lovingston, where the rich flavors of authentic Sicilian cuisine come to life. Led by chef Salvatore Mannino, this charming eatery offers a delectable selection of New York-style pizzas, hearty pasta dishes, and grill favorites, all crafted with care and a touch of tradition. As a staple in the community, Vito's invites you to savor the warmth of Italian-American hospitality in a welcoming atmosphere. After your meal, explore Lovingston's historic charm, including the Historic District and the courthouse, both proudly listed on the National Register of Historic Places.","","","https://ik.imagekit.io/OE/nelson-county/listings/vito-s-pizza-italian-grill-image1_qEDLQecPU","Three pizzas with various toppings surrounded by condiments and peppers on a table.","","","","","","","","","(434) 263-8688","8181 Thomas Nelson Highway, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=8181%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949","","","","","","Family Friendly; Full Kitchen; Pizza","false","https://www.google.com/maps/dir/?api=1&destination=8181%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949"
"39","Black Bear Creamery","black-bear-creamery","Restaurants","taste","Nellysford","Black Bear Creamery scoops homemade ice cream, shakes, and sundaes for locals and visitors in Nellysford.","","","https://ik.imagekit.io/OE/nelson-county/listings/black-bear-creamery-image1_NoSYfCv22","Café with string lights, colorful umbrellas, and outdoor seating at dusk.","","","","","","","","","(434) 263-8916","18 Pheasant Run, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=18%20Pheasant%20Run%2C%20Nellysford%2C%20VA%2022958","","","","","","Desserts; Family Friendly; Hiking; Beer","false","https://www.google.com/maps/dir/?api=1&destination=18%20Pheasant%20Run%2C%20Nellysford%2C%20VA%2022958"
"115","Soaring","soaring","Activities","experience","Lovingston","Shenandoah Valley Soaring operates from a gliderport in Nellysford, inviting visitors to watch—or join—weekend flights over the Blue Ridge with a 50-member club that flies classic and modern sailplanes. This group group of 50+ members enjoys soaring over the Blue Ridge Mountains in classic and state of the art gliders, harnessing the power of nature to sustain our flights.","","","https://ik.imagekit.io/OE/nelson-county/listings/soaring-image1_yNKVZurmi","Two aircraft on grassy field with mountains and cloudy sky background.","","","","","","","","","(434) 981-4359","604 Dillard Hill Road, Lovingston, VA 22949","josh","","","https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949","","","","","","Scenic Views; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949"
"116","Skiing & Snowboarding","skiing-snowboarding","Activities","experience","Wintergreen Resort","Experience the thrill of skiing and snowboarding at a renowned resort celebrated twice as the ""Best Ski Resort"" by Washington Post readers. Nestled in stunning mountain scenery, our slopes cater to all skill levels, ensuring an unforgettable adventure for everyone. After an exhilarating day on the snow, unwind at Blackrock Trail or enjoy a refreshing craft brew at Blue Mountain Brewery. Join us for an unforgettable winter getaway where adventure meets relaxation!","","","https://ik.imagekit.io/OE/nelson-county/listings/skiing-snowboarding-image1_AF2O5qfQA","Two snowboarders in winter gear, smiling, holding snowboards, with mountain background.","","","","695d1d645c7cd75eb86268c4","","","695d1d7a5c7cd75eb862ddf4","","(434) 325-2100","39 Mountain Inn Loop, Wintergreen, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967","","","","","","Scenic Views; Snow Sports; Water Sports","true","https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967"
"117","Tennis","tennis","Activities","experience","Wintergreen Resort","Wintergreen Tennis programs spanning 19 outdoor clay and three indoor Deco Turf courts with year-round clinics for families and teams.","","","https://ik.imagekit.io/OE/nelson-county/listings/tennis-image1_vrYu1T-i9","Tennis courts surrounded by trees, adjacent to green golf course, mountains in background.","","","","","","","","","(434) 325-2200","Wintergreen Tennis Center, 581 Wintergreen Drive, Wintergreen, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967","","","","","","Tennis","false","https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967"
"43","Blue Mountain Barrel House","blue-mountain-barrel-house","Breweries & Cideries","taste","Arrington","Nestled in the heart of Nelson County, Blue Mountain Barrel House boasts one of the East Coast's largest barrel-aging programs, producing exceptional craft beers that highlight the region's rich brewing heritage. Our inviting year-round tasting room offers visitors a chance to savor our unique creations while enjoying breathtaking views of the surrounding mountains. Join us for a memorable experience that celebrates the artistry of brewing in a picturesque setting.","","","https://ik.imagekit.io/OE/nelson-county/listings/blue-mountain-barrel-house-image1_aohVkuJqX","Assorted beer flights on wooden table, two people in background enjoying.","","","","695d1d645c7cd75eb86268c4","","","695d1d7a5c7cd75eb862ddf4","https://www.bluemountainbarrel.com/","(434) 263-4002","495 Cooperative Way, Arrington, VA 22922","josh","","","https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922","","","","","","Beer; Cider; Seasonal Menu; Tastings","true","https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922"
"44","Blue Toad Hard Cider","blue-toad-hard-cider","Breweries & Cideries","taste","Roseland","Discover Blue Toad Hard Cider, a charming farm-based cidery nestled at the base of Wintergreen. Our inviting taproom offers a selection of approachable Blue Ridge blends, perfect for cider enthusiasts and newcomers alike. Enjoy sweeping views of our picturesque orchard from our spacious patio as you savor the unique flavors crafted from locally sourced apples. Join us for a refreshing experience that celebrates the essence of the Blue Ridge Mountains.","","","https://ik.imagekit.io/OE/nelson-county/listings/blue-toad-hard-cider-image1_sCenJqzoN7","Blue fish mural painted on gray wooden planks.","","","","","","","","https://www.bluetoadhardcider.com/","(434) 760-9200","462 Winery Lane, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=462%20Winery%20Lane%2C%20Roseland%2C%20VA%2022967","","","","","","Beer; Cider; Farm; Meeting Planners; Outdoor Seating; Pet Friendly; Scenic Views; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=462%20Winery%20Lane%2C%20Roseland%2C%20VA%2022967"
"45","Bold Rock Hard Cider","bold-rock-hard-cider","Breweries & Cideries","taste","Nellysford","Nellysford's riverside cidery offering tours, tastings, and cider cocktails from Bold Rock's orchard-to-glass production campus.","","","https://ik.imagekit.io/OE/nelson-county/listings/bold-rock-hard-cider-image1__h55RjVBl","Wooden building with outdoor seating, blue umbrellas, people, and trees under blue sky.","","","","","","","","https://boldrock.com/visit/nellysford-cidery/","(434) 361-1030","1020 Rockfish Valley Highway, Nellysford, VA 22958","josh","","","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958","","","","","","Bar; Beer; Cider; Cocktails; Farm; Live Music; Meeting Planners; Tastings; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958"
"46","Brewing Tree Beer Company","brewing-tree-beer-company","Breweries & Cideries","taste","Afton","Brewing Tree Beer Company is a charming husband-and-wife-operated brewery nestled alongside a picturesque creek. Known for its rotating selection of small-batch Virginia ales, this brewery also features a scratch kitchen that offers delicious, locally-inspired dishes. Guests can unwind in the inviting beer garden, where the serene surroundings enhance the experience of savoring expertly crafted brews. Join us for a unique taste of Virginia's vibrant craft beer scene!","","","https://ik.imagekit.io/OE/nelson-county/listings/brewing-tree-beer-company-image1_e43JZexL6","People at outdoor brewery with food truck and green umbrellas.","","","","","","","","https://www.brewingtreebeerco.com/","(540) 381-0990","9278 Rockfish Valley Highway, Afton, VA 22920","josh","","","https://www.google.com/maps/dir/?api=1&destination=9278%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920","","","","","","Beer; Cider; Family Friendly; Full Kitchen; Tastings; Water Sports","false","https://www.google.com/maps/dir/?api=1&destination=9278%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920"
"47","Bryant's Cider & Brewery","bryants-cider-brewery","Breweries & Cideries","taste","Roseland","At Bryant's Cider & Brewery, indulge in a delightful selection of heritage apple ciders and farm-brewed beers crafted from the finest natural ingredients. Enjoy the vibrant atmosphere featuring outdoor lawn games and seasonal gatherings that create the perfect backdrop for memorable experiences. Join us for a taste of tradition and community, where every sip is a celebration of local craftsmanship and nature's bounty.","","","https://ik.imagekit.io/OE/nelson-county/listings/bryant-s-cider-brewery-image1_Pl3ykVMup","White barn, large tree, picnic tables, string lights, people sitting outside.","","","","","","","","https://www.bryantscider.com/","(804) 420-9683","3224 East Branch Loop, Roseland, VA 22967","josh","","","https://www.google.com/maps/dir/?api=1&destination=3224%20East%20Branch%20Loop%2C%20Roseland%2C%20VA%2022967","","","","","","Beer; Farm; Outdoor Seating; Seasonal Menu; Cider; Tastings","false","https://www.google.com/maps/dir/?api=1&destination=3224%20East%20Branch%20Loop%2C%20Roseland%2C%20VA%2022967"
