name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private,videoUrl,author,latitude,longitude,accordion1Title,accordion1Content,accordion2Title,accordion2Content,accordion3Title,accordion3Content,accordion4Title,accordion4Content,accordion5Title,accordion5Content
Marigold on the Mountain,marigold-on-the-mountain,Whole House Rentals,stay,Wintergreen,"Marigold on the Mountain is a five-bedroom, four-bath Wintergreen home sleeping 14 with hot tub, cedar barrel sauna, two-tier deck with fire pit, and separate game room. Marigold on the Mountain was built for big groups—five bedrooms, four baths, a hot tub, cedar barrel sauna, two-tier deck with fire pit, and a separate game room handle up to 14 guests in style.","<p>The house has 5 bedrooms, 4 bath, and sleeps 14. Marigold features a hot tub and cedar barrel sauna on the lower deck, and a propane fire pit plus dining for 10 on the upper deck. Inside, you'll love the soaring ceiling with a light-drenched open concept living room / dining / kitchen.</p><p>A separate living room / game room downstairs can double as a 6th bedroom. Plus, pet friendly! Marigold is located in the heart of beautiful Wintergreen in Virginia, which has tons to do for all ages, year-round. We are just a few minutes’ drive to the slopes and all the dining and entertainment at Wintergreen.</p><p>Some of the best hiking trails in the state are off the Blue Ridge Parkway (15 minutes from the home), plus there are other great trails just down the street. Also nearby are two sandy-beach-entrance lakes plus a community pool for swimming, and over dozen wineries, breweries, and distilleries- all within a 30 minute drive.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/marigold-on-the-mountain-image1_yac4pWcIy,Outdoor hot tub with bubbles and glowing lights under a wooden canopy.,,https://ik.imagekit.io/OE/nelson-county/listings/marigold-on-the-mountain-image2_THfCTqEMZ,"Spacious living room with stone fireplace, large windows, and modern furniture.",,,,,https://nelsoncounty.com/stay/,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Hiking, Lodging, Pet Friendly, Pool, Swimming, Hot Tub, Fire Pit, Sauna",FALSE,https://www.google.com/maps/search/?api=1&query=30+minute+drive,False,,,,,,,,,,,,,,
Top of The Mountain Hideaway,top-of-the-mountain-hideaway,Whole House Rentals,stay,Wintergreen,"Top of The Mountain Hideaway is a three-bedroom, three-bath Wintergreen home near the Mountain Inn featuring hot tub, shuffleboard table, and easy access to wineries and breweries. Top of The Mountain Hideaway places you near the Mountain Inn yet still feels private, thanks to a hot tub deck, shuffleboard lounge, and three bedrooms with en-suite baths.",<p>Private beautiful house near the top of Wintergreen with a hot tub. Located one mile from the Mountain Inn. Enjoy the shuffleboard table after skiing or hiking! Very close to multiple wineries and breweries! House has 3 bedrooms and 3 bathx. Beautiful updated home with hot tub and shuffleboard table. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Jill Sandoval <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/top-of-the-mountain-hideaway-image1_Zf0QHLEUu,Wooden A-frame house surrounded by lush green trees and mist.,,https://ik.imagekit.io/OE/nelson-county/listings/top-of-the-mountain-hideaway-image2_AQER_PUCe5,"Rustic living room with wooden ceiling, floral couch, large windows, and chandelier.",,,,,http://www.airbnb.com/l/DPtttAEF,,,,2025-06-20,2025-06-20,,,,,,,,,,,,,,,"Hiking, Lodging, Pet Friendly, Skiing, Hot Tub",FALSE,,False,,,,,,,,,,,,,,
On The Rocks,on-the-rocks,Cabins & Cottages,stay,Wintergreen,"On The Rocks is a three-bedroom, two-bath A-frame less than two miles from Wintergreen Ski Lodge with flat driveway access and dog-friendly policies. On The Rocks brings A-frame charm to the Wintergreen corridor, delivering dog-friendly stays, flat driveway access, and a location less than two miles from the ski lodge.",<p>3 BR/ 2 BA - A frame less than 2 miles from the Ski Lodge in Wintergreen Pet friendly The driveway is flat <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Elise Dunton <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/on-the-rocks-image1_TKRsUl-HN,Warmly lit cabin porch nestled in dark forest setting at dusk.,,https://ik.imagekit.io/OE/nelson-county/listings/on-the-rocks-image2_mlZZPZ20e,"Cozy living room, black sofa, colorful rug, wood stove, large windows.",,,,,https://www.airbnb.com/h/ontherockswintergreen,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Lodging, Pet Friendly",FALSE,,False,,,,,,,,,,,,,,
Our Mountain Getaway,our-mountain-getaway,Whole House Rentals,stay,Wintergreen,"Our Mountain Getaway is a six-bedroom, 5.5-bath Wintergreen home overlooking the 12th hole with expansive views, ideal for large groups. Our Mountain Getaway overlooks the 12th hole and packs six bedrooms plus 5.5 baths, giving large families plenty of elbow room and panoramic valley views.",<p>6 BR/5.5 BA Great view on the 12th hole of the golf course at Wintergreen Resort <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Craig Zeigler <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>,,https://ik.imagekit.io/OE/nelson-county/listings/our-mountain-getaway-image1_QQ7tsWytv,"Large house with steep gables, surrounded by trees, sunny day.",,https://ik.imagekit.io/OE/nelson-county/listings/our-mountain-getaway-image2_QjleEHkdu,"Spacious living room with stone fireplace, leather couch, and large windows showing trees.",,,,,https://www.airbnb.com/rooms/43848477,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Golf, Lodging, Pet Friendly, Resort",FALSE,,False,,,,,,,,,,,,,,
Rockfish Cabin,rockfish-cabin,Cabins & Cottages,stay,Faber,"Rockfish Cabin is a three-level post-and-beam retreat on 13 wooded acres with granite kitchen, wraparound porch, and a riverside clearing with Adirondack chairs and fire pit. Rockfish Cabin layers a granite chef's kitchen, wraparound porch, and riverside clearing with fire pit across 13 wooded acres—ideal for guests who want privacy without sacrificing comfort.","<p>Main level boasts sliding glass doors to generous porch, well-stocked kitchen (granite countertops, gas stove), gas fireplace, comfortable seating, farm table, twin bedroom and luxurious bath. Top level has its own living space - perfect for reading, game playing, or even cocktails! Master bedroom with upscale full bath and Juliet balcony.</p><p>Bottom level has its own entrance and two large bedrooms - one with queen bed, the other with bunk beds, sofa and large TV with DVD and gaming system. Upscale bath and full size washer/dryer laundry closet complete the space. 13+ acres. Walk down path to the river that leads to a Poplar grove clearing leading opening to a sandy beach.</p><p>Find yourself restored by relaxing in one of six Adirondack chairs listening to rustling leaves and rippling water. Enjoy a campfire with family and friends! Plenty of parking in the circular driveway. Beautiful cabin -13 acre wooded hillside along Rockfish River.</p><p>Home provides a wonderful blend of modern comfort (high speed internet, updated kitchen) in a rustic exposed post and beam cabin; 3 floors of living spaces allow options for gathering, working, playing together but also apart.</p><p>Sliding glass doors lead to a large wrap around porch with gas grill, dining table, plenty of seating and a tree level view of the natural setting and wildlife. So much to explore on the property and nearby!</p>",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-cabin-image1_84_d29dwaB,"Wooden cabin with green roof, surrounded by trees and lush greenery.",,https://ik.imagekit.io/OE/nelson-county/listings/rockfish-cabin-image2_X0BibehzI,"Cozy wooden cabin interior with leather couch, staircase, and kitchen area.",,,,,http://www.airbnb.com/h/rockfishcabin,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Cocktails, Farm, Lodging, Parking, Pet Friendly, Fire Pit, Wi-Fi, Grill",FALSE,,False,,,,,,,,,,,,,,
Blue Ridge Cabin,blue-ridge-cabin,Cabins & Cottages,stay,Roseland,"Blue Ridge Cabin is a four-bedroom mountain escape on two private acres at the base of Route 151 with two kitchens, 2 king beds, and quick access to breweries, hikes, and Wintergreen. Enjoy a memorable getaway at this cabin with mountain views with 3 floors of living & entertaining space, 4 bedrooms, 6 beds ( 2 kings), 3 bathrooms & 2 kitchens at the base of the mountain on the “Rt.","<p>Enjoy a memorable getaway at this cabin with mountain views with 3 floors of living &amp; entertaining space, 4 bedrooms, 6 beds ( 2 kings), 3 bathrooms &amp; 2 kitchens at the base of the mountain on the “Rt. 151 Brew Ridge Trail”.</p><p>You’ll be able to soak in the natural beauty of the Blue Ridge Mountains on 2 private acres while being close to all the fun! The Blue Ridge Cabin is at the base of the mountain on the “151 Brewridge Trail”, just mins to wineries, breweries, hiking, skiing, golfing &amp; lake fun.</p><p>Experience a mountain vaca in this fun bear-themed cabin on 2 private acres, tucked away yet close to it all! Enjoy 12+ wineries &amp; breweries just 15mins away, 1/2 mi to Devils Backbone Brewery, 1 mi to Bold Rock Cider, 10 mins to the App Trail, Shenandoah Nat. Park &amp; Wintergreen Ski Resort!</p><p>The must see spots are so close that you can see it all!</p>",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-cabin-image1_rQ-5AuQor,"Wooden cabin with deck, surrounded by trees, chairs, and firepit in yard.",,https://ik.imagekit.io/OE/nelson-county/listings/blue-ridge-cabin-image2_FjLMY_7oV,"Wooden cabin interior with plush seats, stairway, round table, and chandelier lighting.",,,,,http://www.airbnb.com/h/nelsonblueridgecabin,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Cider, Hiking, Lodging, Pet Friendly, Resort, Skiing",FALSE,,False,,,,,,,,,,,,,,
Wintergreen Duplex,wintergreen-duplex,Whole House Rentals,stay,Wintergreen,"Wintergreen Duplex is a three-floor, four-bedroom, 3.5-bath townhome with wood-burning fireplace, back deck, laundry, and shuttle access across from the spa. Across from the Wintergreen Spa, Wintergreen Duplex stacks three floors, four bedrooms, and 3.5 baths into a townhome with a wood-burning hearth, back deck, laundry, and front-door shuttle access.","<p>Duplex with 3 floors with 4 BR &amp; 3.5 BA. Wood Burning fireplace, back deck, full size washer and dryer. Close to everything. Short walk to either overlook for magnificent sunsets and sunrises &amp; great hiking trails. Across the street from the Spa &amp; Fitness Center and free shuttle to the base &amp; Mountain Inn. 2 full size couches in the living room, foosball table upstairs. Great location. Great floor plan. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Emily Piacentino <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> No<br><br><strong>Located in:</strong> Wintergreen</p>",,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-duplex-image1_s8r0SUoXj,Gray house with wooden stairs surrounded by colorful autumn trees.,,https://ik.imagekit.io/OE/nelson-county/listings/wintergreen-duplex-image2_Ohf82pn4p,"Cozy living room with leather furniture, large windows, and a fireplace.",,,,,http://www.airbnb.com/rooms/53684270,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Hiking, Lodging, Pet Friendly, Spa",FALSE,,False,,,,,,,,,,,,,,
Sunrise on the Trail,sunrise-on-the-trail,Cabins & Cottages,stay,Afton,"Sunrise on the Trail is a renovated home with modern kitchen, coffee bar, smart HDTV, washer/dryer, fire pit, gazebo, and queen bedrooms with wireless charging. Sunrise on the Trail treats guests to a barista-worthy coffee station, smart HDTV, gazebo, and fire pit—everything you need to relax between hikes, especially with wireless-charging queen suites at day's end.","<p>This newly renovated home features a well appointed kitchen with modern appliances, dining area and coffee bar. The home also features a full size washer/dryer, Keurig Duo coffee maker and a 50 inch Smart HDTV. Each bedroom features queen bedding and wireless phone charging. Linens and towels are provided free of charge.</p><p>The outdoor area includes a gazebo, firepit and chairs as well as a charcoal grill. Please be sure to bring your own charcoal, if desired. Centrally located on the brew trail, this home is a short drive to all the local wineries, breweries and distilleries, as well as the abundance of hiking and outdoor activities in the area.</p><p>Despite being in the middle everything, the home is set back off the main road and still maintains a quiet family friendly atmosphere.</p>",,https://ik.imagekit.io/OE/nelson-county/listings/sunrise-on-the-trail-image1_3XqAqmEtB,"Small tan house with front yard, large tree, and mountains in background.",,https://ik.imagekit.io/OE/nelson-county/listings/sunrise-on-the-trail-image2_FQx0N8B4R,"Beige living room with sectional sofa, wooden tables, and decorative wall accents.",,,,,http://www.airbnb.com/h/sunriseonthetrail,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Bar, Coffee, Family Friendly, Hiking, Lodging, Pet Friendly, Fire Pit, Grill",FALSE,,False,,,,,,,,,,,,,,
Mima's Mountain House,mimas-mountain-house,Whole House Rentals,stay,Wintergreen,"Mima's Mountain House is a five-bedroom, three-bath creekside retreat sleeping ten with porch views of The Priest and easy access to Route 56 adventures.","<p>5 BR/ 3 BA house. Sleeps 10 Mima's Mountain House with Mountain View/ Creekside Relax with family and friends a this peaceful creekside mountain retreat. The summit of The Priest can be viewed from the front porch . We start our day here with a cup of coffee. This beautiful stretch of the Appalachians offers so much to do with a short scenic drive. Hiking trails, skiing at Wintergreen Resort, local farmers markets and unique shops. There are 5 breweries , 3 cideries and 10 wineries within a 25 mile radius. <em>*Lodging descriptions are provided by the host and not independently verified.</em><strong>Contact:</strong> Anne Panas <br><strong>Staff on Site? </strong> No<br><br><strong>Pet-Friendly? </strong> Yes<br><br><strong>Located in:</strong> Massies Mill</p>",,https://ik.imagekit.io/OE/nelson-county/listings/mima-s-mountain-house-image1_EsyoRLgzz,"House surrounded by green forest, with distant mountains under clear blue sky.",,https://ik.imagekit.io/OE/nelson-county/listings/mima-s-mountain-house-image2_c8qZTjZZu,"Spacious kitchen with island, pendant lights, wood flooring, and large stainless steel fridge.",,,,,http://www.airbnb.com/h/mimasmountainhouse,,,,2025-06-27,2025-06-27,,,,,,,,,,,,,,,"Coffee, Hiking, Lodging, Pet Friendly, Resort, Skiing",FALSE,,False,,,,,,,,,,,,,,
Village Antiques,villageantiques,Restaurants,taste,Lovingston,"Serving brunch and lunch, homemade quiche and sandwiches.","<p>Conveniently located on the corner of Main and Front Sts in the heart of Lovingston. Serving brunch and lunch, homemade quiche and sandwiches. Trager Bros hot and iced coffees (roasted fresh a block away!), teas, bottled sodas, fresh baked goods- sweets, breads, cakes and so much more! Open 10-5 Wed- Sat We are a charming cafe set in an antiques store! Browse around and enjoy a refreshing beverage and bite to eat. 605 Front St. Lovingston, VA 22949</p>",,https://ik.imagekit.io/OE/nelson-county/listings/village-antiques-image1_pMNc-IvgF,"Turquoise umbrella and door, black awning, outside brick storefront with tables.",,,,,,,,https://www.villageantiquesandcafe.com/,,605 Front St,,2025-06-27,2025-12-08,,,,,,,,,,,,,,,"Baked Goods, Brunch, Cafe, Lunch",FALSE,https://www.google.com/maps/search/?api=1&query=605+Front+St,False,,,37.7582,-78.8705,,,,,,,,,,
