id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl
32,Montebello Country Store & Cafe,montebello-country-store-cafe,Restaurants,taste,Montebello,"Nestled along Route 56, just 3.5 miles east of the Parkway, the Montebello Country Store & Cafe has been a cherished family-run establishment for five generations. Explore a delightful variety of toys, McCutcheon’s jams, and camping supplies, then savor a hearty bowl of their famous chili. It's the perfect stop for a unique local experience and a taste of country charm!",,,https://ik.imagekit.io/OE/nelson-county/listings/montebello-country-store-cafe-image1_D_nYeoKbj,Wooden sign carved with 'Montebello Country Store' text on light wall.,,,,,,,,,(540) 377-2650,"15072 Crabtree Falls Highway, Montebello, VA 24464",josh,,,https://www.google.com/maps/dir/?api=1&destination=15072%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464,,,,,,,,,,,,,,Retail; Family Friendly; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=15072%20Crabtree%20Falls%20Highway%2C%20Montebello%2C%20VA%2024464
33,Paulie's Pig Out,paulies-pig-out,Restaurants,taste,Afton,"Paulie's Pig Out is a must-visit barbecue haven. Indulge in tender, smoked pork and chicken served in hearty sandwiches, accompanied by homestyle sides like mac n’ cheese, beans, and cheesy garlic potatoes. Don’t miss out on their delicious desserts to complete your meal!",,,https://ik.imagekit.io/OE/nelson-county/listings/paulie-s-pig-out-image1_8dXrFbPav,"Pulled pork sandwich with coleslaw on a rustic bun, set on paper.",,,,,,,,,(434) 361-2001,"7376 Rockfish Valley Highway in Afton, VA",josh,,,https://www.google.com/maps/dir/?api=1&destination=7376%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,BBQ,false,https://www.google.com/maps/dir/?api=1&destination=7376%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
34,Smokin' Barrel Restaurant,smokin-barrel-restaurant,Restaurants,taste,Arrington,"Smokin' Barrel Restaurant serves up a delicious array of BBQ, burgers, salads, and desserts at Blue Mountain Barrel House in Arrington, VA. Locally owned, it’s the perfect spot for a casual meal or a fun gathering with friends. Enjoy a friendly atmosphere and unwind after a day of exploring the beautiful area.",,,https://ik.imagekit.io/OE/nelson-county/listings/smokin-barrel-restaurant-image1_O6_IquE9r,"People relaxing on patio with chairs, umbrellas, sunset, and mountain view.",,,,,,,,,(434) 226-2450,"495 Cooperative Way, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Beer; Scenic Views; BBQ; Bar; Family Friendly; Full Kitchen; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922
35,The Copper Mine Bistro,the-copper-mine-bistro,Restaurants,taste,Roseland,"Nestled in the heart of Blackrock Village, The Copper Mine Bistro offers a cozy atmosphere perfect for unwinding after a day of adventure. Start your morning with a hearty traditional breakfast or savor innovative Mediterranean dishes for dinner, including tapas and gourmet pizzas. Weekend lunch is available during ski season, making it a go-to spot for visitors. For current hours and reservations, call 434-325-8090.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image1_3GowztWtV,"Cozy restaurant with diners, warm fireplace, and elegantly set tables.",,https://ik.imagekit.io/OE/nelson-county/listings/the-copper-mine-bistro-image2_QsKokoOVE,"People sitting at a rustic bar. Wooden walls, beer taps, and overhead chandelier.",,,,,,(434) 325-8090,"39 Wintergreen Drive, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=39%20Wintergreen%20Drive%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Breakfast; Lunch; Seasonal Menu; Dinner,false,https://www.google.com/maps/dir/?api=1&destination=39%20Wintergreen%20Drive%2C%20Roseland%2C%20VA%2022967
36,The Edge,the-edge,Restaurants,taste,Wintergreen Resort,"The Edge is a casual, family-friendly restaurant at Wintergreen, offering stunning mountain views and a menu filled with tempting appetizers, fresh salads, hearty sandwiches, and entrees. Enjoy the vibrant bar scene with seasonal live music as the sun sets. Conveniently located at 11 Grassy Ridge Rd, seating is first come, first served—check This Week at Wintergreen for hours. For more details, call 434-325-8080.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-edge-image1_3m2oRzZrd,People seated at rustic bar with wooden walls and large chandelier.,,,,,,,,,(434) 325-8080,"11 Grassy Ridge Road, Wintergreen, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=11%20Grassy%20Ridge%20Road%2C%20Wintergreen%2C%20VA%2022958,,,,,,,,,,,,,,Scenic Views; Snow Sports; Bar; Live Music; Seasonal Menu,false,https://www.google.com/maps/dir/?api=1&destination=11%20Grassy%20Ridge%20Road%2C%20Wintergreen%2C%20VA%2022958
37,The Farmhouse at Veritas,the-farmhouse-at-veritas,Restaurants,taste,Afton,"Nestled in the heart of Virginia's renowned wine country and surrounded by the stunning Blue Ridge Mountains, The Farmhouse at Veritas offers an unforgettable dining experience. Enjoy exquisite four-course, wine-paired farm-to-table dinners from Wednesday to Sunday, featuring seasonal ingredients crafted by Chef Daniel. With cozy indoor settings and al fresco dining in summer, this award-winning establishment invites you to savor the flavors of the region. Advance reservations are required.",,,https://ik.imagekit.io/OE/nelson-county/listings/the-farmhouse-at-veritas-image1_LBC9TWPstE,"Table with wine glasses, flowers, on outdoor patio with garden view.",,,,,,,,,(540) 456-8100,"72 Saddleback Farm, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=72%20Saddleback%20Farm%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Wine; Farm; Tastings; Golf; Beer,false,https://www.google.com/maps/dir/?api=1&destination=72%20Saddleback%20Farm%2C%20Afton%2C%20VA%2022920
38,Vito's Pizza & Italian Grill,vitos-pizza-italian-grill,Restaurants,taste,Lovingston,"Vito's Pizza & Italian Grill, located in Lovingston, VA, offers a taste of authentic Sicilian cuisine rooted in tradition. Owned by chef Salvatore Mannino, this family-friendly eatery serves up New York-style pizzas, hearty pastas, and grilled specialties in a warm, inviting atmosphere. Enjoy a meal that celebrates Italian-American hospitality before exploring the nearby historic district. Buon Appetito!",,,https://ik.imagekit.io/OE/nelson-county/listings/vito-s-pizza-italian-grill-image1_qEDLQecPU,Three pizzas with various toppings surrounded by condiments and peppers on a table.,,,,,,,,,(434) 263-8688,"8181 Thomas Nelson Highway, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=8181%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Family Friendly; Full Kitchen; Pizza,false,https://www.google.com/maps/dir/?api=1&destination=8181%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949
39,Black Bear Creamery,black-bear-creamery,Restaurants,taste,Nellysford,"Treat yourself at Black Bear Creamery, a charming local ice cream shop in Nellysford, VA, where you can indulge in homemade ice cream, delightful milkshakes, and mouthwatering sundaes. Perfect for families and visitors alike, this sweet spot is a must-visit for a refreshing treat after exploring the beautiful Rockfish Valley.",,,https://ik.imagekit.io/OE/nelson-county/listings/black-bear-creamery-image1_NoSYfCv22,"Café with string lights, colorful umbrellas, and outdoor seating at dusk.",,,,,,,,,(434) 263-8916,"18 Pheasant Run, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=18%20Pheasant%20Run%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Desserts; Family Friendly; Hiking; Beer,false,https://www.google.com/maps/dir/?api=1&destination=18%20Pheasant%20Run%2C%20Nellysford%2C%20VA%2022958
115,Soaring,soaring,Activities,experience,Lovingston,"Experience the thrill of soaring high above the stunning Blue Ridge Mountains with Shenandoah Valley Soaring in Nellysford. Join a vibrant community of 50 members as you take to the skies in classic and modern sailplanes, harnessing natural elements for an unforgettable flight. Whether you're a spectator or a participant, enjoy breathtaking views and the serene beauty of the Appalachian landscape.",,,https://ik.imagekit.io/OE/nelson-county/listings/soaring-image1_yNKVZurmi,Two aircraft on grassy field with mountains and cloudy sky background.,,,,,,,,,(434) 981-4359,"604 Dillard Hill Road, Lovingston, VA 22949",josh,,,https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Scenic Views; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=604%20Dillard%20Hill%20Road%2C%20Lovingston%2C%20VA%2022949
116,Skiing & Snowboarding,skiing-snowboarding,Activities,experience,Wintergreen Resort,"Hit the slopes at a celebrated ski resort renowned for its breathtaking mountain scenery and diverse terrain, perfect for skiing and snowboarding enthusiasts of all levels. After an exhilarating day on the trails, relax at Blackrock Trail or savor a craft brew at Blue Mountain Brewery. Experience the ultimate winter adventure where excitement meets relaxation!",,,https://ik.imagekit.io/OE/nelson-county/listings/skiing-snowboarding-image1_AF2O5qfQA,"Two snowboarders in winter gear, smiling, holding snowboards, with mountain background.",,,,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,,(434) 325-2100,"39 Mountain Inn Loop, Wintergreen, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Snow Sports; Water Sports,true,https://www.google.com/maps/dir/?api=1&destination=39%20Mountain%20Inn%20Loop%2C%20Wintergreen%2C%20VA%2022967
117,Tennis,tennis,Activities,experience,Wintergreen Resort,"Tennis at Wintergreen Resort features 19 outdoor clay courts and 3 indoor Deco-Turf courts, making it a premier destination for enthusiasts. Recognized among the nation’s top 50 tennis programs for 18 years, the resort offers year-round clinics that cater to families and teams, all set against the breathtaking backdrop of the Blue Ridge Mountains.",,,https://ik.imagekit.io/OE/nelson-county/listings/tennis-image1_vrYu1T-i9,"Tennis courts surrounded by trees, adjacent to green golf course, mountains in background.",,,,,,,,,(434) 325-2200,"Wintergreen Tennis Center, 581 Wintergreen Drive, Wintergreen, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967,,,,,,,,,,,,,,Tennis,false,https://www.google.com/maps/dir/?api=1&destination=Wintergreen%20Tennis%20Center%2C%20581%20Wintergreen%20Drive%2C%20Wintergreen%2C%20VA%2022967
43,Blue Mountain Barrel House,blue-mountain-barrel-house,Breweries & Cideries,taste,Arrington,"Blue Mountain Barrel House is a craft brewery in Arrington, VA, renowned for one of the East Coast's largest barrel-aging programs. Set against breathtaking mountain views, our facility features a unique brewhouse and temperature-controlled barrel aging room, producing standout beers like Dark Hollow. Enjoy a rotating selection of drafts in our tasting room or outdoors by the fire pit, paired with delicious bites from our food truck from April through November.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-mountain-barrel-house-image1_aohVkuJqX,"Assorted beer flights on wooden table, two people in background enjoying.",,,,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,https://www.bluemountainbarrel.com/,(434) 263-4002,"495 Cooperative Way, Arrington, VA 22922",josh,,,https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922,,,,,,,,,,,,,,Beer; Cider; Seasonal Menu; Tastings,true,https://www.google.com/maps/dir/?api=1&destination=495%20Cooperative%20Way%2C%20Arrington%2C%20VA%2022922
44,Blue Toad Hard Cider,blue-toad-hard-cider,Breweries & Cideries,taste,Roseland,"Blue Toad Hard Cider brews authentic, all-natural hard cider using locally sourced apples from Western New York and Virginia's Blue Ridge Mountains. Located at the base of Wintergreen Resort and in Rochester's Genesee Regional Market, our ciders feature unique blends of three to four apple varieties for a refreshing taste. Enjoy a visit to our taproom and savor the difference in every glass.",,,https://ik.imagekit.io/OE/nelson-county/listings/blue-toad-hard-cider-image1_sCenJqzoN7,Blue fish mural painted on gray wooden planks.,,,,,,,,https://www.bluetoadhardcider.com/,(434) 760-9200,"462 Winery Lane, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=462%20Winery%20Lane%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Beer; Cider; Farm; Meeting Planners; Outdoor Seating; Pet Friendly; Scenic Views; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=462%20Winery%20Lane%2C%20Roseland%2C%20VA%2022967
45,Bold Rock Hard Cider,bold-rock-hard-cider,Breweries & Cideries,taste,Nellysford,"Nestled in the scenic Blue Ridge Mountains, Bold Rock Hard Cider in Nellysford invites visitors for engaging tours and tastings of their artisanal ciders. Enjoy complimentary tastings of two draft ciders, picnic on the riverside, or explore the cider-making process in their working cidery. With a pet-friendly atmosphere and a selection of cider to-go, it’s a perfect spot for cider lovers and casual visitors alike.",,,https://ik.imagekit.io/OE/nelson-county/listings/bold-rock-hard-cider-image1__h55RjVBl,"Wooden building with outdoor seating, blue umbrellas, people, and trees under blue sky.",,,,,,,,https://boldrock.com/visit/nellysford-cidery/,(434) 361-1030,"1020 Rockfish Valley Highway, Nellysford, VA 22958",josh,,,https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Bar; Beer; Cider; Cocktails; Farm; Live Music; Meeting Planners; Tastings; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=1020%20Rockfish%20Valley%20Highway%2C%20Nellysford%2C%20VA%2022958
46,Brewing Tree Beer Company,brewing-tree-beer-company,Breweries & Cideries,taste,Afton,"Brewing Tree Beer Company, founded by the passionate husband-and-wife team Mark and Gina Thompson, offers a relaxed atmosphere alongside a picturesque creek in Afton, VA. Enjoy a rotating selection of small-batch ales and savor locally-inspired dishes from their scratch kitchen. This charming brewery is a must-visit for craft beer enthusiasts seeking an authentic taste of Virginia's brewing heritage.",,,https://ik.imagekit.io/OE/nelson-county/listings/brewing-tree-beer-company-image1_e43JZexL6,People at outdoor brewery with food truck and green umbrellas.,,,,,,,,https://www.brewingtreebeerco.com/,(540) 381-0990,"9278 Rockfish Valley Highway, Afton, VA 22920",josh,,,https://www.google.com/maps/dir/?api=1&destination=9278%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Beer; Cider; Family Friendly; Full Kitchen; Tastings; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=9278%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920
47,Bryant's Cider & Brewery,bryants-cider-brewery,Breweries & Cideries,taste,Roseland,"Discover Bryant's Cider & Brewery in Roseland, VA, where authentic ciders and craft beers are made using traditional methods and natural ingredients. Enjoy a lively atmosphere with outdoor lawn games and seasonal events, all while celebrating local craftsmanship and sustainable practices. Join us for a unique tasting experience that embodies community and nature’s bounty!",,,https://ik.imagekit.io/OE/nelson-county/listings/bryant-s-cider-brewery-image1_Pl3ykVMup,"White barn, large tree, picnic tables, string lights, people sitting outside.",,,,,,,,https://www.bryantscider.com/,(804) 420-9683,"3224 East Branch Loop, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=3224%20East%20Branch%20Loop%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Beer; Farm; Outdoor Seating; Seasonal Menu; Cider; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=3224%20East%20Branch%20Loop%2C%20Roseland%2C%20VA%2022967
48,Devils Backbone Brewing Company,devils-backbone-brewing-company,Breweries & Cideries,taste,Roseland,"Devils Backbone Brewing Company is a mountain basecamp brewery in the picturesque Blue Ridge Mountains, created by Steve and Heidi Crandall after a memorable ski trip in the Alps. Famed for its award-winning European-style beers and cocktails, it serves as a gathering place for locals and visitors to share stories and enjoy the outdoors. Located at 200 Crandall Run, Roseland, VA, it invites you to grab a brew and connect over your next adventure.",,,https://ik.imagekit.io/OE/nelson-county/listings/devils-backbone-brewing-company-image1_xOCX-_l34,"Aerial view of colorful autumn landscape with mountains, road, and buildings.",,,,695d1d645c7cd75eb86268c4,,,695d1d7a5c7cd75eb862ddf4,https://www.dbbrewingcompany.com/,(434) 361-1001,"200 Crandall Run, Roseland, VA 22967",josh,,,https://www.google.com/maps/dir/?api=1&destination=200%20Crandall%20Run%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Adventure; Appalachian Trail; Beer; Biking; Cider; Meeting Planners; Spirits; Tastings,true,https://www.google.com/maps/dir/?api=1&destination=200%20Crandall%20Run%2C%20Roseland%2C%20VA%2022967
